region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
19,0,1,0,1,28,5.0,2,0,0,85,0
24,0,1,0,1,38,4.0,14,0,0,78,0
11,0,0,2,1,35,4.0,7,1,0,61,0
11,0,0,2,1,35,3.0,9,0,0,61,0
6,2,0,0,1,44,4.0,13,0,0,55,0
11,0,1,2,6,26,5.0,1,1,0,71,0
18,0,1,2,1,28,5.0,1,1,0,53,0
10,2,1,2,1,47,5.0,17,0,0,64,0
4,2,1,2,2,33,4.0,4,1,0,80,0
6,2,0,0,1,30,5.0,6,0,0,82,1
19,0,1,2,1,28,3.0,1,0,0,61,0
14,0,1,2,1,26,3.0,1,1,0,82,0
11,0,1,0,1,55,3.0,14,0,0,83,0
28,0,1,0,1,26,4.0,3,1,0,82,0
11,0,0,0,1,48,4.0,7,1,0,59,0
10,0,1,0,1,30,3.0,6,0,0,78,0
16,0,1,2,1,29,5.0,1,0,0,81,0
8,0,1,2,1,36,5.0,2,1,0,70,1
21,0,1,0,1,34,5.0,8,1,0,84,0
17,0,1,2,1,26,1.0,4,0,0,46,0
11,2,1,2,1,31,3.0,4,0,0,74,0
31,2,1,0,2,45,3.0,4,0,0,62,0
6,2,1,2,1,34,3.0,3,0,0,57,0
3,0,0,2,1,26,3.0,2,0,0,48,0
14,2,1,0,1,27,3.0,1,0,0,86,0
32,2,0,0,1,35,3.0,8,1,0,71,1
11,0,1,2,1,34,4.0,5,0,0,49,0
21,0,1,0,1,39,3.0,10,0,0,45,0
18,0,1,0,1,30,4.0,2,1,0,86,0
18,2,1,2,1,55,5.0,3,1,0,79,1
31,0,0,0,1,33,3.0,8,0,0,78,0
11,0,0,2,2,34,3.0,8,0,0,58,0
14,2,1,2,1,25,3.0,2,1,0,46,0
13,2,0,0,1,44,5.0,14,1,0,67,0
18,2,1,2,1,37,3.0,10,0,0,81,0
4,0,1,0,1,35,1.0,6,0,0,61,0
15,0,1,0,1,28,4.0,5,0,0,60,1
30,2,0,2,1,41,5.0,3,0,0,59,0
24,2,1,0,1,31,2.0,7,0,0,62,0
21,0,1,0,1,25,3.0,2,0,0,85,0
18,0,1,2,1,34,3.0,7,0,0,83,0
11,2,1,2,1,40,4.0,8,1,0,76,0
11,0,1,0,2,39,3.0,3,1,0,58,0
4,0,1,0,2,35,4.0,9,0,0,59,0
14,0,1,0,1,37,2.0,8,0,0,60,0
15,0,1,2,2,36,3.0,9,0,0,45,0
12,0,1,0,1,36,1.0,9,0,0,46,0
3,0,1,0,1,25,3.0,1,0,0,51,0
11,2,0,1,4,43,3.0,14,1,0,63,0
31,0,0,0,1,36,2.0,9,0,0,82,0
4,2,0,0,1,34,4.0,3,0,0,47,0
16,0,0,2,1,30,3.0,6,0,0,60,0
18,0,1,0,1,25,5.0,3,0,0,49,0
10,0,1,2,1,40,3.0,7,0,0,82,0
14,0,1,0,2,29,4.0,2,1,0,87,0
0,2,1,0,2,35,3.0,5,1,0,46,1
11,2,0,0,1,43,4.0,9,0,0,69,0
6,0,1,2,1,37,3.0,9,0,0,76,0
17,2,1,0,1,40,5.0,12,1,0,48,0
4,0,1,2,1,35,5.0,10,0,0,49,0
3,0,1,0,1,29,3.0,3,1,0,53,0
30,0,0,0,1,31,4.0,2,0,0,61,1
31,2,0,2,1,34,5.0,10,1,0,56,1
22,0,0,0,1,31,3.0,2,0,0,60,0
23,0,1,0,1,31,1.0,6,0,1,92,1
14,2,1,0,1,39,3.0,12,0,0,57,0
18,0,1,2,1,33,5.0,5,0,0,52,0
18,0,0,0,2,30,3.0,5,0,0,66,0
6,0,1,0,1,28,2.0,6,0,0,49,0
6,0,1,0,1,33,1.0,2,0,0,54,0
14,0,1,0,6,27,5.0,1,0,0,71,0
19,2,1,2,1,36,5.0,4,0,0,51,0
11,0,1,2,1,40,4.0,3,1,0,59,0
13,0,1,2,2,30,3.0,3,0,0,49,0
11,0,1,2,1,37,5.0,5,0,0,69,0
21,1,1,0,1,24,5.0,1,0,0,76,0
18,0,1,2,4,33,5.0,4,1,0,86,0
16,0,0,0,1,30,1.0,4,1,0,68,0
11,0,1,2,1,49,4.0,15,0,0,63,0
20,0,1,2,1,30,3.0,3,0,0,50,0
11,2,0,0,1,44,3.0,15,0,0,50,0
32,2,0,0,1,34,4.0,9,1,0,69,0
11,0,1,0,1,42,3.0,15,0,0,63,0
31,2,1,2,1,37,5.0,3,1,0,63,0
6,2,1,0,1,39,4.0,7,0,0,52,0
24,2,1,0,1,29,3.0,4,0,0,49,0
26,0,1,0,1,32,2.0,3,0,0,47,0
4,0,1,2,1,32,2.0,9,0,0,74,0
0,0,0,0,1,30,3.0,3,0,0,47,0
11,2,1,2,1,59,5.0,28,1,0,66,0
11,0,1,0,2,37,5.0,10,1,0,62,0
4,0,0,0,1,43,5.0,2,1,0,57,0
10,2,1,2,1,47,3.0,3,0,0,60,0
11,0,1,0,2,29,4.0,4,1,0,57,0
19,0,1,2,2,29,2.0,8,0,0,70,0
28,0,1,2,2,31,1.0,5,0,0,52,0
11,0,0,2,1,54,3.0,7,1,0,67,0
11,2,1,2,1,40,3.0,3,1,0,58,0
27,2,1,2,1,43,3.0,7,0,0,70,0
11,0,1,0,1,20,1.0,2,0,0,63,0
4,0,1,0,1,30,3.0,6,0,0,83,0
11,0,0,0,1,44,5.0,6,1,0,63,0
11,1,0,0,2,24,5.0,2,0,0,68,0
24,2,0,2,1,40,3.0,6,0,0,78,0
11,0,1,0,1,31,5.0,2,0,0,58,0
18,0,1,2,1,28,5.0,4,1,0,91,0
11,2,1,2,3,33,4.0,7,1,0,69,0
31,2,0,2,1,34,5.0,5,1,0,77,0
11,2,0,2,1,38,4.0,7,1,1,46,0
11,2,1,0,1,43,5.0,9,1,0,49,1
11,0,1,0,2,27,1.0,1,1,0,85,0
6,0,1,0,1,30,1.0,6,1,0,46,0
14,0,1,2,3,27,3.0,7,1,0,84,0
11,0,0,0,1,35,5.0,8,1,0,57,0
6,0,1,0,2,28,3.0,4,0,0,56,0
31,2,1,2,1,34,1.0,6,0,0,71,0
16,0,1,2,1,30,1.0,1,0,0,82,0
18,0,1,0,1,34,1.0,6,0,0,48,0
7,0,1,2,2,37,3.0,11,0,0,52,0
17,2,1,0,1,33,5.0,5,0,0,70,1
7,0,1,0,1,36,3.0,4,0,0,71,0
14,2,1,2,1,43,3.0,12,1,0,65,0
29,0,0,0,1,26,3.0,2,0,0,84,0
21,0,1,0,1,26,3.0,2,1,0,61,0
18,0,1,1,1,40,4.0,5,0,0,81,0
31,2,0,2,1,31,5.0,5,0,0,62,1
11,2,0,2,1,47,3.0,6,0,0,79,0
13,2,1,2,1,36,3.0,10,0,0,68,0
18,0,1,0,3,31,5.0,7,1,0,57,0
14,0,1,0,3,29,1.0,1,0,0,49,0
15,0,1,0,2,43,1.0,6,0,0,44,0
11,0,1,0,1,44,4.0,2,0,0,72,0
23,0,0,2,1,27,1.0,4,0,0,73,0
2,0,0,0,1,27,3.0,5,0,0,70,0
14,2,1,0,1,47,3.0,16,0,0,56,0
2,0,1,2,1,34,3.0,5,0,0,61,0
30,0,1,0,2,29,1.0,3,0,0,48,0
31,0,1,0,1,39,5.0,8,0,0,87,0
31,0,1,0,1,34,4.0,6,1,0,50,1
30,0,1,2,1,29,5.0,7,1,0,70,0
21,0,1,0,1,36,1.0,7,0,0,48,0
19,0,1,2,1,35,1.0,3,0,0,69,0
11,0,1,2,1,34,4.0,6,1,0,92,1
14,0,0,0,1,31,3.0,7,0,0,60,0
28,2,0,0,1,42,4.0,12,0,0,52,0
4,0,1,0,1,49,3.0,4,0,0,86,0
11,0,1,0,1,33,2.0,7,0,0,45,0
24,0,1,2,1,33,4.0,5,1,1,66,1
19,0,1,0,1,28,5.0,1,1,0,83,0
28,0,1,0,3,27,5.0,4,1,0,46,0
4,0,0,2,1,38,4.0,2,1,0,58,0
6,0,0,2,2,29,2.0,5,1,0,72,0
32,2,0,2,1,34,4.0,2,0,0,67,0
0,2,1,2,1,45,5.0,14,0,0,52,0
1,2,1,0,1,38,4.0,9,0,0,49,0
6,0,1,2,1,33,5.0,10,1,0,79,1
31,0,0,2,1,26,3.0,3,0,0,72,0
31,2,0,0,1,44,5.0,6,1,0,47,0
6,0,1,0,1,26,4.0,5,0,0,48,0
4,2,1,2,1,41,5.0,5,1,0,50,0
31,0,1,0,1,38,4.0,10,0,0,84,0
18,0,1,0,1,35,4.0,9,0,0,59,0
14,0,1,0,2,34,1.0,3,0,0,85,0
24,0,1,2,1,37,5.0,7,1,0,51,0
31,2,0,0,1,42,4.0,12,0,0,82,0
25,0,1,0,1,40,4.0,15,1,0,61,0
11,0,0,0,2,29,4.0,4,0,0,61,0
4,2,1,2,1,47,3.0,13,1,0,45,0
29,0,0,0,1,29,3.0,6,0,0,72,0
11,0,0,2,1,29,3.0,3,1,0,49,0
11,1,0,2,1,25,3.0,2,0,0,58,0
11,0,0,2,1,56,1.0,13,0,0,50,0
14,0,1,2,1,27,5.0,3,1,0,84,0
31,0,0,2,1,47,5.0,16,1,0,68,0
15,0,1,0,1,35,5.0,7,1,0,81,0
7,2,1,2,1,47,3.0,15,1,0,60,0
21,0,1,2,1,32,4.0,4,0,0,47,0
11,2,0,2,1,50,4.0,14,1,0,44,0
6,0,1,0,1,27,1.0,5,1,1,55,0
31,0,1,0,1,48,5.0,5,0,0,54,0
31,2,1,2,1,45,3.0,6,0,0,49,0
5,0,1,0,1,34,3.0,4,0,0,69,0
12,2,1,2,1,42,1.0,6,0,0,65,0
29,2,1,0,1,37,3.0,9,0,0,85,0
18,2,1,2,1,35,1.0,9,0,0,82,0
14,0,1,0,2,27,5.0,3,0,0,86,0
16,2,0,2,2,38,5.0,9,1,0,77,0
29,0,0,2,1,28,5.0,1,0,0,81,0
20,2,1,2,1,42,5.0,11,1,0,48,1
19,0,1,2,1,36,2.0,9,0,0,82,0
25,0,1,0,1,27,3.0,3,0,0,62,0
31,0,1,0,1,29,3.0,3,0,0,85,1
4,0,0,0,1,36,5.0,9,1,0,50,0
8,2,0,0,1,49,4.0,9,1,0,69,0
14,0,1,1,1,34,5.0,7,0,0,60,0
2,0,1,0,1,40,3.0,9,0,0,60,0
24,0,1,0,1,32,4.0,2,0,0,48,0
24,2,0,0,1,35,5.0,10,0,0,89,1
19,0,0,2,1,37,3.0,3,0,0,62,0
29,0,1,0,1,28,3.0,3,0,0,70,0
1,2,0,0,1,33,5.0,8,1,0,60,1
10,2,0,2,1,38,1.0,4,0,0,59,0
4,0,1,2,1,43,4.0,12,1,0,62,0
29,0,0,0,2,26,1.0,3,0,0,48,0
29,0,0,0,1,26,3.0,4,0,0,65,0
22,0,1,2,1,38,5.0,9,0,0,56,0
30,2,1,0,1,33,5.0,7,1,0,59,0
4,0,1,2,1,31,4.0,6,0,0,51,0
18,0,0,2,1,33,3.0,4,0,0,50,0
14,2,1,0,1,34,1.0,5,0,0,80,0
21,0,1,0,1,30,5.0,6,0,0,49,0
7,2,1,0,2,41,3.0,11,0,0,48,0
16,0,1,2,1,33,4.0,7,1,0,59,0
11,2,1,0,1,41,2.0,7,0,0,49,0
15,0,1,2,1,43,4.0,13,0,0,45,0
19,0,1,2,1,29,3.0,3,0,0,84,0
11,0,1,0,2,29,3.0,3,0,0,61,0
11,2,0,2,1,39,3.0,7,0,0,78,0
6,2,0,0,1,37,5.0,3,1,0,71,0
19,0,1,0,1,35,3.0,4,0,0,68,0
11,1,1,2,1,21,3.0,2,1,0,67,0
11,0,1,0,2,36,1.0,5,0,0,88,0
31,2,0,0,1,38,3.0,3,0,0,82,0
11,0,1,2,3,51,5.0,3,0,0,61,0
17,0,0,2,1,30,5.0,3,1,0,47,0
28,0,1,0,1,31,5.0,5,1,0,79,1
29,0,0,0,1,38,3.0,11,0,0,75,0
11,0,0,2,1,29,2.0,3,0,0,51,0
14,0,1,2,1,23,5.0,2,1,0,47,0
14,2,1,0,3,31,1.0,5,0,0,78,0
7,0,0,0,1,36,2.0,7,1,0,60,0
33,0,1,0,1,28,4.0,1,0,0,45,0
7,2,1,0,1,37,4.0,5,0,0,45,0
14,0,0,2,1,40,3.0,7,0,0,59,0
14,0,0,0,1,26,3.0,4,0,0,84,0
23,2,0,2,1,44,5.0,6,1,0,59,0
4,0,1,2,1,37,3.0,3,0,0,72,0
11,0,1,0,1,32,4.0,5,1,0,59,0
15,2,0,0,1,36,4.0,10,1,0,49,0
2,2,1,2,1,39,5.0,3,1,0,69,0
1,2,1,0,2,31,1.0,5,0,0,49,0
16,0,1,0,1,27,2.0,2,0,0,51,0
14,0,1,1,1,27,3.0,5,0,0,51,0
14,0,1,2,1,25,4.0,1,0,0,61,0
1,0,1,0,1,29,4.0,5,0,0,49,0
31,2,1,0,1,32,4.0,3,0,0,47,0
20,0,1,0,1,35,5.0,10,1,0,51,0
2,0,1,2,1,51,4.0,5,0,0,47,0
31,2,0,2,1,33,1.0,9,0,0,78,0
31,2,0,2,1,36,2.0,10,0,0,47,0
4,2,1,2,1,53,3.0,8,0,0,67,0
5,0,1,0,1,45,3.0,14,0,0,54,0
11,1,1,0,1,30,3.0,4,0,0,78,0
6,0,1,0,1,30,5.0,2,1,0,53,0
14,0,1,0,2,29,5.0,1,1,0,59,0
2,0,1,0,1,40,5.0,11,0,0,50,0
11,0,1,0,1,44,3.0,7,1,0,52,1
28,2,1,2,2,35,4.0,9,0,0,58,0
6,0,1,0,1,32,2.0,6,0,0,82,0
3,0,0,2,1,33,3.0,3,0,0,61,0
4,0,0,2,1,39,4.0,7,1,0,62,0
3,0,1,0,1,27,4.0,4,1,0,83,0
14,0,1,2,1,27,4.0,1,1,0,62,0
11,2,1,0,1,36,4.0,2,1,0,74,0
6,2,0,2,1,33,2.0,7,0,1,73,1
11,0,1,1,1,28,3.0,3,0,0,56,0
22,2,1,0,1,34,5.0,9,1,0,80,0
26,0,1,0,1,32,5.0,2,0,0,46,0
11,0,1,0,2,34,5.0,4,1,0,60,0
32,0,0,0,1,31,2.0,7,0,0,79,0
18,0,0,0,1,39,3.0,14,0,0,54,0
24,2,1,2,1,30,3.0,6,0,0,84,0
14,2,1,2,2,26,4.0,3,1,0,83,0
14,0,1,2,1,49,5.0,23,0,0,57,0
11,2,0,0,1,43,5.0,3,0,0,60,0
17,0,1,0,1,28,2.0,3,0,0,81,0
11,0,0,0,1,42,3.0,12,0,0,64,0
11,0,1,0,1,59,1.0,18,0,0,49,0
21,0,0,0,1,32,2.0,4,0,0,84,0
8,0,0,0,1,26,4.0,2,0,0,59,0
14,2,0,2,2,35,3.0,2,0,0,73,0
4,0,0,2,1,38,3.0,9,0,0,72,0
24,2,1,0,1,32,4.0,5,1,0,45,0
15,0,1,0,1,36,3.0,3,0,0,78,0
14,0,0,2,1,38,1.0,9,0,0,57,0
14,0,0,2,1,32,3.0,3,0,0,57,0
19,0,1,0,1,27,4.0,3,1,0,56,0
29,0,1,0,3,31,4.0,7,0,0,90,1
11,2,0,2,1,40,4.0,5,0,0,68,0
29,0,0,2,2,32,3.0,2,0,0,84,0
18,0,0,0,1,37,5.0,7,0,0,60,0
11,0,0,0,1,31,4.0,3,0,0,70,0
7,0,1,2,1,27,1.0,4,0,0,51,0
25,0,1,0,1,26,1.0,5,0,0,53,0
24,0,1,0,2,26,4.0,3,0,0,84,0
11,0,0,2,3,33,3.0,7,0,0,63,0
11,0,0,2,1,36,3.0,8,0,0,48,0
17,0,0,0,1,27,4.0,1,1,0,80,0
11,2,1,2,1,50,4.0,16,0,0,83,0
7,0,1,2,1,32,3.0,5,0,0,71,0
14,0,1,2,3,28,1.0,2,0,0,98,1
19,0,1,0,1,33,1.0,9,0,0,45,0
6,0,1,0,1,29,5.0,3,0,0,56,0
27,0,0,0,1,26,1.0,1,0,0,50,0
7,0,0,0,1,25,1.0,1,1,0,62,0
11,0,0,0,1,46,1.0,17,0,0,51,0
7,0,0,2,1,38,5.0,10,1,0,52,0
32,0,1,0,1,28,4.0,1,0,0,57,0
31,2,1,2,1,43,5.0,12,0,0,86,0
20,2,1,0,1,29,3.0,2,0,0,48,0
11,1,1,0,1,25,3.0,2,0,0,60,0
18,0,1,0,2,34,2.0,3,0,0,69,0
6,0,1,0,2,29,5.0,6,0,0,50,0
11,0,0,2,1,27,3.0,3,0,0,52,0
1,0,1,0,1,26,5.0,2,0,0,51,0
2,2,1,0,1,41,3.0,6,0,0,62,0
19,0,0,2,1,28,5.0,4,1,0,52,0
11,2,1,0,1,47,5.0,7,0,0,49,0
27,0,1,2,1,41,5.0,5,1,0,56,0
18,0,0,0,1,27,4.0,1,1,0,59,0
11,0,1,0,2,60,4.0,29,0,0,77,0
31,2,1,0,1,24,3.0,2,0,0,52,0
10,2,1,0,1,53,3.0,4,1,0,56,0
14,0,1,0,1,27,3.0,1,0,0,76,0
1,0,1,2,1,28,3.0,4,0,0,81,0
2,2,1,0,1,43,4.0,7,0,0,46,0
11,0,1,0,2,32,4.0,5,0,0,82,0
14,0,1,2,1,27,3.0,1,1,0,53,1
16,0,1,0,1,27,3.0,3,0,0,78,0
11,2,0,0,1,54,4.0,13,1,0,58,0
31,2,0,0,1,59,3.0,7,1,0,69,0
15,0,1,0,1,25,5.0,3,1,0,47,0
11,0,1,0,3,46,3.0,7,0,0,59,0
31,0,1,0,1,43,3.0,14,0,0,58,0
6,0,1,0,1,29,4.0,1,1,0,87,0
31,2,0,0,1,36,3.0,5,0,0,77,0
11,0,0,0,2,30,4.0,1,0,0,49,0
7,0,1,0,1,30,4.0,7,0,0,58,0
10,0,1,0,1,42,5.0,6,1,0,56,0
11,0,0,2,1,40,5.0,5,0,0,61,0
11,2,0,1,1,43,5.0,7,1,0,64,0
19,2,0,2,1,36,4.0,8,0,0,63,0
18,2,0,0,1,34,2.0,5,0,0,59,0
32,0,1,2,1,28,5.0,2,0,0,47,0
24,0,1,0,1,31,3.0,7,0,0,60,0
24,2,0,0,1,32,1.0,5,0,0,53,0
23,0,1,2,1,35,2.0,4,0,0,45,0
24,0,1,2,2,38,3.0,8,0,0,45,0
14,0,0,0,1,41,3.0,7,0,0,58,0
2,0,1,0,1,31,1.0,3,0,0,83,0
4,0,1,2,1,25,4.0,2,0,0,52,0
14,0,1,2,1,26,3.0,3,0,0,59,0
11,2,0,0,1,49,2.0,4,0,0,80,0
11,0,1,0,1,45,5.0,8,1,0,54,0
11,0,0,2,1,46,1.0,6,0,0,77,0
14,0,0,2,1,33,3.0,4,0,0,82,0
4,2,0,2,1,37,3.0,9,0,0,82,0
30,0,1,2,1,26,5.0,5,1,0,52,0
31,0,1,2,1,28,3.0,2,0,0,53,0
13,0,1,0,1,30,3.0,6,0,0,70,0
18,2,0,2,2,43,1.0,12,0,0,80,0
11,2,1,2,2,52,3.0,8,0,0,49,0
11,0,0,0,2,29,1.0,3,0,0,75,0
31,0,1,0,2,31,3.0,1,0,0,79,0
5,0,0,0,1,33,3.0,4,0,0,59,0
18,0,1,0,1,31,5.0,6,1,0,87,0
20,0,1,0,1,36,3.0,3,1,0,46,1
4,0,1,2,1,30,4.0,3,1,0,64,0
11,0,0,0,1,50,5.0,9,0,0,57,0
6,0,1,2,1,48,3.0,4,1,0,68,0
6,2,1,2,2,43,4.0,15,0,0,59,0
7,0,1,0,1,45,5.0,6,0,0,52,0
21,2,1,0,1,46,1.0,19,1,0,59,1
19,0,1,2,1,37,1.0,3,0,0,62,0
4,0,0,0,1,37,1.0,6,0,0,65,0
11,2,0,0,1,36,3.0,3,0,0,76,0
11,2,1,0,1,47,3.0,18,0,0,86,0
21,2,1,2,1,32,4.0,5,1,0,52,0
11,0,1,2,1,37,4.0,5,1,0,62,0
11,2,0,2,1,51,3.0,9,1,0,56,0
11,0,0,2,1,50,3.0,5,1,0,52,0
4,0,1,2,1,25,4.0,6,0,0,76,0
28,0,1,0,1,37,5.0,5,1,0,48,0
4,0,1,0,1,28,5.0,4,1,0,48,0
28,2,1,2,1,57,1.0,5,1,0,48,0
20,2,0,2,1,34,4.0,4,1,1,53,0
4,0,0,2,1,31,5.0,10,1,0,58,0
4,0,0,0,1,32,5.0,4,1,0,53,0
14,0,1,2,1,30,4.0,4,1,0,56,0
28,2,0,0,1,39,5.0,11,0,0,43,0
24,0,0,2,1,34,1.0,5,0,0,61,0
22,0,1,2,2,38,3.0,7,1,0,50,0
22,0,1,0,1,35,3.0,4,0,0,51,0
6,0,1,0,1,50,3.0,16,0,0,70,0
25,0,1,2,2,37,3.0,8,0,0,62,0
2,0,1,2,1,34,4.0,3,0,0,59,0
15,2,1,2,1,32,4.0,6,1,0,80,0
14,0,1,0,3,31,3.0,3,0,0,50,0
15,0,1,0,1,31,5.0,3,0,0,55,0
8,0,0,0,1,33,3.0,8,1,0,74,1
17,0,1,2,1,27,3.0,1,0,0,51,0
14,2,1,2,1,44,3.0,10,0,0,72,0
17,0,1,2,2,31,2.0,4,0,0,80,0
14,0,1,1,2,27,5.0,1,0,0,69,0
4,0,1,2,1,26,5.0,2,0,0,45,0
14,0,1,0,2,32,2.0,4,1,0,63,0
6,0,1,2,1,37,3.0,6,1,0,49,0
14,0,1,0,1,28,3.0,4,1,0,60,0
32,2,1,0,1,34,3.0,2,0,0,62,0
7,2,1,0,1,44,5.0,5,0,0,70,1
31,0,1,0,1,34,3.0,7,0,0,82,0
11,0,1,0,2,48,5.0,6,0,1,85,1
17,0,1,2,1,38,5.0,8,0,0,51,0
30,0,0,0,1,29,4.0,2,0,0,52,0
6,0,1,0,2,36,3.0,9,0,0,78,0
14,0,0,0,1,32,5.0,6,1,0,73,0
20,0,1,2,2,33,5.0,3,0,0,66,1
32,0,1,0,2,32,3.0,6,0,0,79,0
8,2,1,2,1,38,2.0,10,0,0,44,0
24,0,1,2,1,45,3.0,7,0,0,49,0
31,0,1,2,1,34,3.0,3,0,0,84,0
14,0,0,0,1,28,2.0,2,1,0,48,0
21,0,1,0,1,33,3.0,4,0,0,60,0
11,0,1,2,3,26,2.0,1,1,0,61,0
25,0,0,0,1,26,2.0,2,1,0,82,0
21,0,1,2,1,33,3.0,4,1,0,86,0
12,0,0,0,1,30,1.0,4,0,0,78,0
4,2,1,2,2,40,3.0,4,0,0,50,0
11,0,1,2,1,38,5.0,2,1,0,59,0
4,2,0,0,1,32,4.0,5,0,0,48,0
24,0,1,0,1,29,2.0,6,0,0,53,0
17,0,1,2,2,29,2.0,3,1,0,47,0
21,0,1,2,1,34,4.0,4,0,0,49,0
31,2,1,0,2,35,3.0,7,1,0,46,0
32,0,0,0,1,30,3.0,2,0,0,60,0
18,0,1,0,1,31,5.0,3,0,0,86,1
6,0,0,0,2,33,3.0,3,0,0,45,0
4,2,1,0,2,36,5.0,3,1,0,47,0
28,0,1,0,1,31,3.0,5,1,0,48,0
15,2,1,2,1,34,3.0,2,1,0,57,0
4,2,0,2,1,49,1.0,9,0,0,59,0
21,0,1,2,2,31,1.0,4,1,1,90,0
6,0,1,0,1,40,5.0,7,1,0,43,0
33,0,1,0,1,31,4.0,2,1,0,69,0
11,0,0,2,1,48,4.0,10,1,0,57,0
4,0,1,2,1,26,1.0,2,0,0,48,0
11,0,1,0,3,39,3.0,11,1,0,57,0
14,0,0,0,1,30,5.0,5,0,0,85,1
11,0,0,2,2,43,5.0,14,1,0,82,0
24,0,1,0,1,33,5.0,6,0,0,48,0
28,2,1,2,1,36,3.0,3,1,0,84,0
6,0,1,0,1,37,3.0,10,1,1,94,1
14,0,1,0,1,29,3.0,3,0,0,57,0
28,0,0,2,1,43,5.0,7,0,0,58,0
11,2,0,0,1,40,5.0,12,0,0,54,0
21,2,0,0,1,37,2.0,7,0,0,63,0
14,0,0,2,1,29,4.0,3,1,0,87,0
11,2,1,0,1,57,4.0,13,0,0,81,0
12,0,1,0,1,35,3.0,10,0,0,56,0
11,2,0,2,1,35,3.0,9,1,0,54,0
12,0,1,0,1,33,5.0,10,1,0,59,0
28,0,0,2,1,33,3.0,7,0,0,82,0
32,0,1,2,1,36,2.0,4,0,0,50,0
15,2,1,2,1,35,5.0,10,1,0,66,0
11,0,1,0,3,33,3.0,4,0,0,82,0
18,2,1,0,2,29,3.0,4,0,0,87,0
5,2,1,0,1,39,1.0,4,0,0,51,0
14,2,1,0,1,47,3.0,18,0,0,62,0
22,0,1,0,1,33,3.0,7,1,0,86,1
14,0,1,0,1,32,2.0,7,0,0,53,0
22,2,1,2,1,35,3.0,5,1,0,62,0
31,0,0,0,2,30,3.0,6,0,0,72,0
2,0,1,2,1,30,3.0,5,1,0,47,0
6,0,1,2,2,38,3.0,4,1,1,58,1
24,0,0,0,1,27,3.0,5,0,0,51,0
24,0,0,2,1,30,5.0,4,1,0,48,0
6,2,0,2,1,39,5.0,12,1,0,69,0
31,2,1,2,1,40,5.0,2,0,0,86,0
18,0,1,2,1,41,2.0,8,0,0,50,0
14,0,1,1,1,30,3.0,2,0,0,50,0
14,0,1,2,1,40,1.0,4,0,0,55,0
5,0,1,0,1,24,3.0,2,0,0,79,0
11,2,1,0,1,37,2.0,4,0,0,66,0
31,2,1,2,1,33,2.0,2,1,0,78,1
6,2,0,2,1,41,2.0,6,1,0,84,0
10,0,1,0,1,39,3.0,7,0,0,70,0
14,0,0,0,1,32,1.0,4,0,0,65,0
14,1,0,0,1,27,3.0,3,1,0,57,0
11,0,1,0,1,28,3.0,3,0,0,62,0
11,0,0,1,1,29,3.0,5,0,1,75,0
31,2,0,0,1,45,3.0,3,0,0,63,0
7,2,1,2,1,23,1.0,1,0,0,45,0
11,2,0,0,1,40,1.0,7,0,0,70,0
11,0,1,2,2,44,5.0,16,0,0,73,1
4,0,1,2,1,40,4.0,8,1,0,66,0
4,0,1,0,1,30,4.0,2,0,0,70,0
7,2,1,0,1,45,2.0,2,1,0,49,0
24,0,1,2,1,40,4.0,11,1,0,58,0
14,0,1,0,1,29,3.0,3,0,0,71,1
18,0,1,0,1,28,3.0,4,0,0,48,0
24,2,0,2,1,32,2.0,6,1,0,82,0
18,0,1,0,1,40,5.0,12,0,0,84,0
11,0,0,0,1,48,3.0,6,0,0,82,0
15,2,1,0,1,35,2.0,7,0,0,79,0
32,2,0,0,1,38,5.0,8,1,0,72,1
6,0,1,2,2,34,4.0,4,0,1,58,1
31,0,1,0,1,28,1.0,6,0,0,54,0
6,0,1,2,1,35,3.0,9,1,0,63,0
11,0,0,0,1,58,5.0,10,1,0,60,0
14,0,1,2,1,30,5.0,5,1,0,51,0
1,0,1,0,1,32,5.0,4,1,0,51,0
14,0,1,2,2,30,4.0,5,0,0,46,0
11,0,0,0,1,26,1.0,2,0,0,82,0
1,2,1,2,1,34,4.0,6,0,0,70,0
24,0,1,2,3,29,1.0,2,1,0,50,0
11,2,1,2,1,33,5.0,7,1,0,78,0
29,0,0,0,1,38,2.0,2,0,0,81,0
6,0,1,0,1,48,5.0,6,1,1,58,0
11,0,0,0,2,24,3.0,3,0,0,71,0
1,2,1,2,1,35,3.0,8,0,0,60,0
6,2,1,2,1,27,3.0,2,0,0,52,0
28,2,1,2,1,35,5.0,6,1,0,86,0
20,0,0,2,1,29,3.0,4,1,1,70,0
11,0,1,2,1,50,3.0,23,0,0,48,0
24,2,1,2,3,46,1.0,6,0,0,48,0
23,0,1,2,1,33,3.0,10,0,0,62,0
31,2,0,0,1,38,3.0,5,1,0,69,0
8,0,0,2,1,36,3.0,8,1,0,76,1
11,0,1,2,2,31,3.0,6,0,0,88,0
4,2,1,2,1,32,3.0,6,1,0,49,0
18,0,0,0,1,27,2.0,1,0,0,82,0
11,0,0,0,1,26,2.0,3,0,0,49,0
31,0,1,1,1,30,5.0,2,0,1,88,1
31,0,0,2,1,34,3.0,9,0,0,63,0
5,0,1,2,1,33,3.0,7,0,0,87,0
